Air Quality,CO,Humidity,NO2,PM10,PM2.5,Population_Density,Proximity_to_Industrial_Areas,SO2,Temperature
0,1.02,53.2,25.4,15.2,10.9,301,16.2,6.7,21.7
0,1.09,46.1,24.4,8.1,2.8,357,11.9,6.4,23.5
1,2.49,73.7,43.7,44.1,23.5,787,3.0,15.4,39.2
3,2.25,59.7,37.7,26.6,12.2,640,4.1,24.1,37.3
1,2.5,110.4,32.0,40.4,20.8,775,5.0,25.8,32.9
2,1.32,63.2,23.1,24.0,13.1,522,11.1,4.1,32.9
2,1.54,55.7,26.0,10.7,5.6,298,5.7,12.7,32.5
3,1.74,90.9,38.6,78.8,76.1,506,4.7,11.1,37.6
0,1.11,45.4,13.5,6.6,0.8,603,12.1,5.0,24.0
3,1.55,69.0,36.9,15.0,6.8,712,3.7,15.0,33.1
0,0.92,46.6,21.0,9.1,4.1,204,13.8,5.8,33.6
0,1.13,56.6,16.5,53.1,43.9,520,10.8,7.1,23.9
2,1.28,71.7,22.9,19.2,7.6,560,5.4,10.4,32.0
0,0.98,56.2,12.3,10.4,3.8,459,14.5,3.1,20.5
0,0.94,60.5,16.4,9.1,1.3,359,11.5,4.6,26.8
2,1.32,75.5,23.8,33.0,27.5,554,7.3,8.2,29.7
2,1.63,66.5,23.2,52.4,42.6,463,7.9,9.6,28.5
3,2.12,95.0,34.3,31.8,9.8,681,6.9,24.1,36.2
0,0.82,50.7,11.5,7.2,0.7,298,12.2,3.2,20.9
0,1.0,58.4,26.4,15.2,10.6,350,10.0,6.8,26.4
0,0.99,38.8,10.5,8.4,1.8,560,12.5,5.6,28.4
0,0.96,67.6,10.8,8.9,2.9,480,12.4,4.4,24.1
2,1.61,82.5,29.5,59.3,51.7,479,5.3,8.0,41.3
0,0.97,44.8,24.4,7.4,1.7,574,10.4,6.4,25.9
0,0.83,56.9,17.3,10.7,5.8,257,10.9,5.7,26.7
0,0.9,76.4,23.5,18.9,13.8,302,12.9,2.8,30.7
2,1.41,86.8,22.5,50.8,38.0,311,5.4,7.1,38.3
0,0.92,58.2,16.7,39.3,35.6,360,10.6,5.0,24.2
3,1.82,81.8,27.7,15.7,0.7,577,5.9,17.9,40.9
0,0.8,46.2,16.0,20.2,16.8,189,14.4,1.6,16.4
0,1.14,75.3,21.1,4.9,1.5,337,10.5,2.0,31.1
2,1.46,94.0,29.8,59.3,44.7,687,5.7,12.5,27.8
0,1.21,69.7,28.9,34.7,32.0,239,10.6,3.8,22.0
3,2.13,61.7,31.4,17.0,2.3,788,4.8,21.5,40.1
0,0.97,70.9,17.4,9.7,5.0,366,13.7,2.2,24.1
2,1.46,55.9,22.9,30.6,22.2,581,6.4,8.2,31.6
1,2.79,106.5,32.8,34.3,18.7,670,4.1,19.2,31.8
2,1.36,76.0,27.7,87.1,78.8,679,9.0,13.1,33.2
2,1.4,75.2,23.7,62.7,56.6,480,5.8,15.6,31.2
0,0.91,43.5,13.8,5.1,0.0,399,11.8,5.2,24.1
1,2.34,101.5,44.8,6.7,8.8,645,2.8,28.1,27.1
2,1.27,54.0,24.6,23.2,17.6,638,7.8,11.1,27.7
3,1.41,60.8,32.4,47.1,28.6,611,4.9,25.0,29.2
0,1.1,50.4,14.3,51.1,45.6,371,10.3,6.4,27.1
2,1.29,71.7,27.1,10.5,3.7,488,5.6,6.6,36.3
0,1.02,76.3,24.9,17.5,12.7,536,11.5,7.8,27.7
2,1.75,67.4,22.3,19.7,12.1,514,5.1,7.5,39.3
0,1.09,77.9,12.3,8.6,2.1,269,14.1,-0.3,25.0
0,1.14,67.2,24.4,11.5,7.3,277,11.3,4.0,24.3
3,2.16,80.8,38.4,73.9,52.5,707,4.2,27.2,38.6
2,1.45,69.7,32.8,24.8,9.6,607,5.2,14.1,22.7
0,0.89,57.3,28.2,4.7,0.0,442,10.9,5.7,24.0
3,2.29,98.2,35.3,64.9,51.8,685,6.4,8.9,33.7
0,0.92,74.3,20.7,10.9,6.5,210,13.0,7.6,22.3
0,0.92,45.8,13.0,6.0,1.7,233,10.9,6.9,27.0
0,0.77,66.6,20.2,20.0,13.7,347,11.3,5.9,23.5
2,1.22,59.3,25.3,31.3,20.7,430,7.5,8.6,37.0
3,1.93,90.0,19.4,74.0,57.9,498,3.7,17.1,21.0
0,0.91,45.5,13.8,19.5,15.2,239,11.5,6.2,26.9
2,1.57,67.5,21.2,40.7,32.7,458,6.8,4.6,27.4
2,1.36,63.1,18.1,12.2,3.0,314,10.4,12.3,32.3
2,1.37,80.3,29.5,8.1,2.6,584,5.3,16.8,33.1
3,2.25,88.9,32.1,68.0,40.1,413,4.8,13.8,27.5
0,1.2,51.9,27.9,13.6,11.0,474,12.1,4.3,23.6
2,1.83,67.4,18.0,26.7,11.5,332,6.5,10.9,23.1
3,1.58,72.4,27.6,7.5,4.1,629,3.6,3.8,29.4
0,0.9,60.7,22.3,14.5,9.9,329,13.2,4.9,23.4
2,1.42,84.5,31.1,28.8,14.1,506,12.1,21.1,30.3
0,0.91,54.4,17.8,28.6,24.5,289,10.9,5.5,21.5
0,0.97,48.1,11.1,29.7,21.9,572,10.6,12.7,24.4
3,1.85,58.9,30.9,38.8,30.8,448,4.9,17.5,32.6
3,1.71,81.2,31.7,47.1,32.2,507,3.9,16.5,34.3
3,1.99,82.6,36.3,43.4,24.9,419,5.7,8.1,35.2
2,1.2,52.3,28.9,56.7,35.6,535,5.4,6.9,25.8
0,0.95,65.7,25.5,5.7,1.2,576,11.3,5.5,29.1
2,1.46,72.7,20.6,15.3,11.9,503,6.8,8.3,25.4
3,1.76,84.5,37.2,23.8,7.7,691,5.1,16.1,18.9
2,1.54,53.4,28.7,44.3,31.9,622,7.5,16.6,34.1
0,0.83,58.2,17.1,9.5,1.5,376,10.7,4.8,28.5
0,0.94,58.9,20.5,39.9,36.2,565,14.0,5.7,31.7
3,2.54,62.1,31.6,67.7,47.7,570,4.9,-4.1,40.1
2,1.34,51.8,28.9,41.3,30.4,565,5.6,10.9,31.5
0,0.98,51.7,27.6,9.0,3.5,542,10.1,5.7,26.2
3,1.79,59.3,28.9,17.3,6.0,643,5.1,10.5,44.3
1,2.44,79.6,38.4,53.1,41.4,837,4.7,21.8,44.5
0,0.9,79.1,18.4,22.0,16.3,387,10.3,2.7,25.9
2,1.58,83.1,18.7,34.6,24.5,529,7.5,9.8,24.9
0,0.87,73.0,24.1,5.4,0.6,381,10.6,4.2,22.8
3,1.76,80.3,37.0,28.6,13.7,807,4.7,14.9,32.1
2,1.92,63.2,27.1,26.2,12.7,509,5.8,14.3,26.2
3,1.65,94.8,33.2,38.4,13.5,749,3.9,11.0,35.7
0,0.92,39.4,26.2,11.6,6.3,289,15.2,7.1,28.2
0,1.09,46.5,18.4,9.2,2.7,296,10.2,3.8,24.6
3,2.1,90.8,35.1,19.1,11.0,513,4.2,8.3,31.8
2,1.23,82.9,25.9,31.2,13.2,539,6.0,9.7,27.4
0,0.99,51.1,26.0,20.2,16.1,562,10.6,6.0,27.7
2,1.54,63.2,28.8,39.6,34.4,296,7.2,11.0,32.7
1,2.3,92.3,51.6,36.1,16.0,476,7.3,23.9,39.3
2,1.51,82.4,26.7,9.9,2.1,407,8.8,15.0,33.7
1,2.41,105.2,22.8,70.0,56.5,524,6.8,25.6,46.1
0,1.05,65.3,12.5,19.2,13.8,230,11.2,5.7,21.5
0,0.92,62.7,22.5,15.4,6.6,437,10.4,10.9,24.3
0,1.07,63.2,22.9,8.7,2.0,561,12.3,5.0,24.5
3,1.4,66.8,25.0,16.8,8.7,798,5.9,22.1,31.0
0,1.07,78.5,14.8,23.3,19.2,501,13.0,0.6,17.0
2,1.59,80.2,32.0,45.9,35.0,531,5.5,9.3,35.7
0,1.02,66.0,17.0,3.5,1.0,573,10.6,2.6,20.1
2,1.73,75.1,31.1,32.7,18.7,415,6.8,19.6,26.6
3,1.96,88.6,28.7,45.0,21.4,482,6.0,11.7,32.7
3,1.83,89.4,45.1,80.7,55.3,792,9.2,6.7,39.0
0,1.03,64.8,21.4,42.7,37.3,335,10.0,3.2,20.3
2,1.74,57.2,27.5,33.5,20.3,531,5.3,15.6,33.7
2,1.67,79.4,21.0,47.9,36.3,549,10.3,9.9,24.7
2,1.61,87.0,27.2,31.4,13.2,331,6.1,14.7,32.6
2,1.49,76.0,16.2,41.6,32.1,612,6.0,17.7,24.9
0,0.89,53.8,18.2,44.2,37.7,197,13.7,4.6,27.2
0,1.01,44.8,19.2,10.1,9.8,407,10.8,4.9,27.6
2,1.27,60.8,22.1,29.7,19.8,495,16.3,14.6,36.3
3,1.73,78.3,30.4,31.2,16.5,411,4.0,19.8,33.9
2,1.24,70.5,31.5,18.9,5.7,645,5.4,11.7,26.3
3,1.62,92.5,37.4,35.6,20.0,655,4.1,6.9,33.2
2,2.0,85.9,25.0,12.5,0.6,544,6.5,6.1,26.0
3,1.72,81.6,35.3,11.2,1.7,438,16.6,15.5,35.1
0,0.87,61.9,13.3,17.0,10.8,401,10.7,1.1,25.1
3,1.87,77.6,29.1,14.1,6.9,694,5.4,17.0,34.3
3,1.41,92.2,29.8,25.3,5.0,494,3.9,19.7,33.3
0,0.81,65.2,13.4,15.8,9.7,282,12.8,7.7,26.8
2,1.26,86.1,26.7,26.9,10.8,674,5.5,10.8,28.4
2,1.82,69.1,21.7,49.4,37.4,540,5.1,10.0,38.2
3,2.53,80.6,31.8,32.6,19.6,662,3.3,3.6,31.3
0,1.03,62.9,27.6,12.3,4.1,276,10.9,8.4,25.2
3,2.18,101.8,29.8,55.1,40.1,446,4.1,2.7,40.4
0,0.92,54.6,18.0,5.8,0.8,363,13.2,-0.6,23.9
3,1.56,73.5,37.6,33.0,11.6,642,7.7,20.2,28.4
0,1.13,52.2,12.9,18.2,14.5,560,11.1,2.5,27.4
0,1.17,49.6,13.8,41.7,35.1,428,10.1,0.6,31.8
2,1.74,69.8,27.7,30.0,16.8,564,12.2,8.9,27.6
0,0.9,77.7,21.2,11.8,5.6,385,10.5,4.5,23.1
2,1.55,60.6,26.1,18.5,1.0,438,8.9,7.5,29.5
2,1.7,51.5,27.3,14.8,5.2,551,8.8,8.4,25.1
2,1.47,78.5,29.1,19.1,2.8,534,6.0,17.8,34.9
0,1.24,68.7,10.0,16.9,12.4,470,10.3,6.0,25.7
0,0.98,45.5,19.4,14.3,6.8,536,11.5,9.4,29.9
2,1.28,63.1,31.0,11.9,7.0,663,7.6,11.7,28.5
2,1.12,52.8,20.8,12.3,2.9,642,5.2,6.1,30.3
0,0.74,78.7,24.2,21.7,17.4,580,12.6,3.4,24.8
2,1.44,63.5,29.6,23.5,15.9,394,6.0,11.2,25.9
0,0.86,67.7,22.8,34.1,26.4,238,13.6,4.9,28.1
0,0.94,70.4,10.9,9.0,2.2,228,14.6,5.1,24.5
2,1.22,77.6,34.7,29.0,16.9,316,9.0,8.9,24.3
3,2.19,61.8,48.8,52.2,28.1,538,5.6,22.7,38.9
2,1.69,81.9,34.9,12.1,2.8,464,5.4,14.3,29.7
0,1.23,76.7,21.9,10.5,3.5,299,10.4,3.9,34.1
3,2.04,97.4,28.7,31.4,13.3,678,3.4,28.5,36.6
0,0.92,67.3,24.1,16.1,12.2,244,10.3,4.8,21.9
3,2.42,84.4,34.3,33.8,17.7,712,4.0,21.7,28.6
0,0.85,74.0,26.7,15.5,10.1,199,11.2,5.7,32.8
2,1.39,59.2,23.6,19.5,3.9,648,13.5,10.1,38.2
2,1.35,70.0,24.7,19.9,8.4,438,6.7,9.8,31.7
3,1.92,77.6,30.0,22.4,20.0,516,4.5,14.8,37.3
0,1.0,64.7,18.4,10.9,6.5,455,10.6,1.9,24.0
0,1.03,59.3,22.3,16.3,6.3,213,10.8,5.7,28.7
2,1.97,76.1,39.1,10.1,1.9,479,5.6,4.5,27.8
2,1.26,82.0,32.7,22.2,14.1,457,5.3,12.8,39.8
2,1.68,88.9,31.2,32.7,27.8,494,5.6,13.5,30.8
3,2.12,90.3,27.9,31.6,5.1,630,5.1,10.5,36.5
2,1.54,64.2,30.2,51.6,48.1,355,5.7,15.1,32.6
2,1.37,88.9,18.7,23.7,16.3,498,6.9,9.6,29.6
3,1.69,80.2,36.4,19.1,13.2,546,4.7,21.5,35.2
2,1.36,72.9,20.6,39.3,29.3,299,5.4,7.2,23.2
0,1.14,54.2,12.9,19.9,11.8,314,10.1,5.5,18.5
0,0.99,69.9,11.3,14.7,5.7,536,10.6,6.9,32.6
2,1.75,71.6,23.4,30.3,23.3,632,7.4,16.8,32.8
0,0.84,53.9,17.0,13.3,8.0,335,10.8,5.3,24.4
0,1.07,74.0,17.5,19.4,14.4,483,10.1,4.3,21.9
2,1.44,60.3,24.9,11.9,11.3,635,6.7,3.7,30.4
0,0.88,42.0,15.1,12.3,8.4,594,11.8,7.3,31.0
2,1.35,79.5,31.0,31.7,27.5,367,5.3,11.2,27.4
2,1.7,80.0,26.1,22.3,14.6,321,5.7,16.2,34.1
2,1.19,81.3,20.9,12.6,3.4,494,5.6,13.5,31.8
2,1.28,66.8,17.2,15.0,7.3,593,5.6,15.1,28.7
0,0.99,46.2,13.3,12.2,5.9,377,10.0,4.7,29.9
2,1.0,66.2,18.1,28.9,25.8,603,5.2,6.8,30.8
2,1.74,66.0,23.7,14.4,3.5,511,5.0,7.0,26.4
2,1.35,85.8,25.4,55.6,47.2,337,7.8,11.5,25.2
0,0.77,68.0,24.8,8.4,4.7,297,10.6,5.5,19.7
2,1.5,77.4,23.9,16.3,4.4,652,5.6,11.2,25.4
3,1.85,82.8,25.7,43.8,25.1,623,4.2,25.7,28.8
0,0.96,42.8,21.3,20.8,13.1,452,11.3,3.5,19.7
3,2.03,86.5,35.9,20.8,6.2,420,4.8,18.1,30.2
0,0.88,42.9,21.3,27.4,24.6,562,10.9,6.7,23.6
2,1.57,73.1,31.7,32.4,23.4,464,6.1,12.9,31.0
0,0.94,61.0,20.0,15.5,10.3,203,14.3,4.1,24.1
3,1.7,75.0,29.6,61.0,55.6,455,5.8,9.7,32.5
0,1.11,69.6,24.7,9.6,7.1,423,12.7,2.6,21.9
2,1.72,79.8,21.9,13.9,3.9,337,7.0,6.4,29.3
0,0.98,64.4,20.5,11.8,5.8,485,11.6,4.0,28.3
0,0.93,67.7,20.9,57.8,55.9,364,11.2,6.9,23.4
2,1.6,73.1,30.2,69.0,65.9,529,5.7,11.2,26.1
3,2.21,85.2,35.5,27.9,7.1,622,3.8,8.9,39.1
1,2.3,106.5,37.4,34.7,23.1,726,2.7,24.3,36.9
3,1.66,69.8,38.2,14.5,5.8,444,12.0,8.4,33.4
0,1.09,74.5,26.0,8.1,2.4,329,12.8,7.9,24.3
2,1.43,80.5,19.9,34.2,19.9,527,6.8,8.4,30.7
0,1.15,50.5,12.3,7.3,3.5,262,12.3,4.8,26.8
2,1.35,78.3,35.2,24.0,10.5,326,11.6,15.4,30.9
0,0.94,70.1,26.5,10.7,7.1,344,11.2,4.1,25.8
0,0.83,67.6,26.7,16.8,11.4,488,10.9,9.1,29.3
3,1.99,67.6,30.3,36.5,28.0,571,3.8,19.0,33.2
2,1.97,78.2,17.9,25.8,22.0,697,6.0,9.3,37.7
2,1.31,75.0,23.5,15.4,2.6,500,6.2,10.7,27.2
2,1.73,79.9,23.0,9.8,0.3,264,8.9,10.2,23.0
0,0.87,49.7,17.9,14.0,10.3,595,10.9,5.5,23.6
3,2.2,102.0,31.9,12.4,1.5,492,3.9,18.9,43.1
2,1.45,74.8,20.2,28.4,15.3,373,5.6,10.4,29.6
3,2.44,86.5,21.1,21.3,6.0,505,6.3,20.9,23.4
2,1.49,76.2,26.2,20.9,4.6,296,6.8,11.3,31.4
2,1.3,78.9,37.2,33.4,18.4,500,6.3,12.4,31.7
3,2.31,88.4,35.0,13.3,2.6,757,4.8,16.2,44.3
0,0.98,76.5,23.4,34.1,27.1,387,11.0,3.1,24.3
0,1.0,71.4,18.2,19.3,15.0,505,18.8,1.6,21.9
2,1.29,54.9,25.3,75.5,66.3,413,6.1,13.4,36.3
1,2.09,86.8,33.0,62.9,41.6,734,5.1,20.0,37.3
0,1.14,55.9,19.7,10.7,7.8,436,12.1,7.6,21.2
0,0.93,67.7,17.0,4.3,0.3,370,13.3,6.9,24.4
2,1.75,88.3,35.1,25.4,20.9,506,6.1,4.5,27.1
2,1.59,51.7,17.7,56.7,49.0,621,7.4,21.3,23.2
1,2.31,72.4,38.1,29.3,17.7,790,3.3,21.8,39.6
0,1.14,73.3,17.5,8.8,4.1,337,12.3,2.8,27.4
2,1.29,53.4,17.2,33.9,23.2,392,7.5,9.9,26.4
2,1.47,52.3,25.4,32.4,15.2,663,6.4,8.8,29.1
0,1.29,48.2,15.6,11.7,6.7,269,11.6,3.7,31.5
0,1.01,71.3,14.8,16.0,12.1,500,10.6,5.5,30.6
2,1.54,70.1,23.1,40.1,28.8,531,7.0,0.8,29.0
2,1.85,47.2,31.6,13.0,7.8,371,8.8,12.5,39.2
3,1.74,80.7,41.6,41.2,27.8,623,4.2,12.9,32.5
2,1.27,62.4,22.8,53.1,34.7,407,6.7,7.8,36.2
0,0.86,47.0,25.6,10.9,7.0,458,11.1,7.9,24.5
2,1.34,50.6,29.4,84.9,73.4,578,6.4,7.4,31.2
2,1.29,69.2,29.3,20.5,9.7,552,5.0,6.5,28.9
2,1.74,86.7,28.6,20.1,4.7,653,9.6,8.9,27.0
0,0.95,72.0,13.9,7.5,0.4,310,10.2,8.1,23.1
1,2.02,78.7,43.4,21.2,3.1,772,3.6,16.0,38.8
2,1.63,64.5,27.8,47.8,30.9,389,5.3,11.3,25.3
3,2.08,80.2,25.7,34.5,10.8,714,3.7,11.4,41.2
0,1.01,67.8,28.3,12.1,11.2,551,11.9,4.1,26.6
3,1.55,67.3,29.3,34.1,25.8,425,3.8,16.5,33.6
3,1.83,89.5,36.3,18.6,5.3,656,4.0,7.7,43.7
2,1.55,73.7,17.1,19.5,13.5,499,10.2,10.8,29.0
0,0.98,74.6,18.3,10.0,5.4,263,12.7,3.4,29.9
1,2.53,91.4,34.2,63.7,45.2,887,3.2,26.8,41.7
0,1.08,51.9,13.4,21.4,14.5,379,11.3,3.7,24.5
2,1.27,89.6,21.7,8.6,11.5,618,5.2,15.8,27.9
0,1.17,51.6,26.3,6.4,3.8,215,10.6,8.3,18.5
2,1.51,60.2,25.4,17.4,10.0,432,6.6,5.2,26.5
3,2.15,63.2,23.3,25.8,12.7,839,4.2,16.6,29.3
0,1.06,44.3,22.0,12.4,5.5,470,10.1,3.4,25.2
3,1.93,48.5,37.9,86.9,77.8,438,4.7,15.7,38.2
2,1.57,87.2,32.9,6.4,4.0,662,5.9,9.4,25.0
3,1.72,75.0,30.1,17.1,8.9,531,3.7,5.3,31.0
0,0.92,65.8,14.7,16.9,12.5,432,12.0,3.5,26.2
0,0.99,54.1,20.3,15.3,12.3,374,12.7,5.3,26.5
0,1.02,64.9,21.3,11.2,3.7,233,11.5,7.9,31.1
0,0.86,52.2,27.3,19.1,12.3,316,12.0,4.9,22.0
0,0.96,56.2,18.9,28.8,21.8,335,10.2,2.7,20.3
2,1.57,69.6,37.9,31.1,23.3,505,7.5,9.4,27.5
2,1.54,60.0,26.4,58.0,41.2,609,11.0,22.2,26.2
3,1.95,89.0,32.4,18.5,1.0,545,6.8,9.8,32.1
2,1.47,72.5,26.6,15.1,12.0,487,8.5,9.9,29.4
2,1.21,85.7,20.6,13.9,12.3,372,5.1,15.5,31.8
0,0.79,60.2,23.2,10.1,2.5,488,11.2,5.0,24.1
3,1.95,83.1,36.4,42.9,18.1,749,3.5,24.7,33.9
0,0.98,68.6,23.1,13.2,9.8,578,11.1,4.2,25.0
0,1.01,54.9,12.6,3.5,0.9,368,14.5,6.1,26.5
2,1.56,75.2,27.9,27.1,14.7,428,5.3,11.5,29.3
0,0.93,57.2,19.3,9.6,6.0,409,12.4,1.1,18.9
2,1.33,62.2,28.7,52.6,39.6,463,6.1,15.8,32.4
3,2.2,69.0,26.9,62.9,49.0,721,6.0,12.1,34.6
2,1.59,80.5,25.9,13.3,0.6,403,9.0,20.0,32.1
0,0.98,73.9,13.8,5.5,1.6,494,14.0,4.2,23.2
3,2.15,93.5,32.9,45.9,31.6,482,6.6,13.6,32.4
2,1.68,70.5,18.9,41.9,37.6,579,8.2,13.9,27.2
0,0.93,51.1,13.3,13.4,8.0,410,11.9,4.6,32.8
0,0.89,76.0,18.8,13.3,9.3,321,13.3,4.0,25.8
2,1.49,78.2,35.2,18.9,9.2,318,5.3,9.7,37.7
0,1.09,78.3,18.5,8.0,1.2,526,16.4,5.3,25.7
0,1.01,65.3,16.0,19.6,13.3,198,15.5,5.1,29.6
2,1.25,79.4,32.9,11.0,4.0,651,9.5,10.9,32.2
0,0.92,46.5,27.8,12.7,7.1,473,10.9,3.4,22.4
0,0.95,70.5,18.7,39.2,28.9,342,12.9,5.9,24.4
3,2.33,94.3,35.3,41.0,37.2,770,8.5,11.8,33.3
2,1.27,70.7,21.0,21.2,16.4,377,9.7,8.7,27.8
2,1.44,73.2,31.7,49.2,45.6,444,5.6,11.6,35.5
0,1.18,67.7,26.8,11.0,7.0,530,10.4,7.0,31.7
2,1.68,61.4,27.7,20.8,7.9,574,7.5,12.6,31.7
0,1.0,39.3,20.9,12.5,10.0,494,10.6,5.7,26.8
0,1.12,67.6,11.3,5.5,2.2,344,10.8,0.8,31.1
2,1.4,59.3,27.0,56.0,45.9,633,6.7,6.7,27.9
3,1.86,77.3,38.9,33.1,12.9,529,4.3,8.3,32.6
2,1.59,74.9,26.3,10.2,2.1,342,5.1,8.3,28.3
3,2.54,57.3,32.7,34.9,18.4,486,5.0,13.9,28.5
2,1.45,79.7,27.2,27.3,17.3,575,7.5,0.0,26.9
0,1.01,58.7,19.0,8.9,5.2,437,11.1,3.0,32.0
0,0.97,44.0,23.9,7.1,3.5,417,11.0,7.2,26.6
0,1.12,55.0,19.2,12.5,2.0,339,10.6,5.7,23.3
2,1.69,92.5,30.8,32.4,25.8,268,6.0,13.7,24.3
0,1.06,46.8,12.2,8.1,3.1,543,10.2,3.2,23.6
2,1.38,74.2,32.6,10.9,0.1,511,7.7,10.4,26.3
3,2.49,86.1,36.4,30.2,6.7,632,4.0,25.8,29.6
3,1.82,65.9,46.3,20.9,1.3,634,4.8,21.0,32.2
2,1.38,87.9,30.0,19.7,7.3,326,5.5,16.8,25.8
1,2.38,110.8,42.4,55.4,36.4,531,4.6,16.8,43.2
0,0.85,68.5,25.7,16.2,10.4,231,10.9,2.2,26.6
2,1.79,54.5,19.9,33.5,15.7,362,5.3,11.7,19.4
2,1.46,68.5,20.7,19.3,7.2,537,12.4,1.9,31.9
1,2.82,70.3,32.1,33.9,22.5,672,9.5,22.0,42.3
0,1.06,71.9,24.7,9.7,6.8,542,10.5,7.3,22.0
0,1.0,57.0,19.2,21.2,16.2,323,10.8,0.1,25.7
3,1.72,69.4,25.9,38.3,25.0,549,5.6,12.0,35.9
2,1.54,91.2,25.8,13.6,6.4,685,7.3,10.8,30.2
2,1.35,69.5,32.6,10.8,0.4,643,5.8,8.2,32.3
2,1.54,59.8,24.8,22.9,6.5,383,5.9,9.0,42.1
0,0.92,57.7,17.9,10.6,4.9,397,12.8,1.4,27.3
0,1.02,45.4,26.4,9.7,1.9,558,13.8,7.4,25.4
2,1.72,89.9,21.3,39.6,31.9,697,5.6,15.8,28.1
3,2.43,82.0,31.5,15.7,6.8,767,3.7,12.7,36.1
0,1.07,68.8,14.3,25.4,22.8,358,12.2,5.7,29.4
3,2.8,62.3,32.3,54.1,36.2,616,4.3,19.0,45.8
2,1.65,63.5,27.3,13.0,0.7,531,7.6,9.4,28.2
0,0.99,67.6,23.5,7.9,3.9,366,10.4,6.2,26.7
2,1.49,79.0,28.1,10.3,7.5,473,5.7,4.6,24.4
3,1.85,49.4,41.2,36.7,28.2,568,3.5,16.3,33.7
2,1.42,61.4,30.6,31.4,18.3,396,5.2,17.0,29.7
2,1.75,80.8,34.8,27.3,16.6,446,5.3,15.0,28.7
0,0.89,58.4,25.6,16.3,9.8,458,14.8,7.1,26.1
3,2.3,95.9,30.8,74.9,70.7,422,3.7,18.3,39.7
2,0.94,88.7,23.7,25.9,13.5,546,8.6,18.5,28.0
0,0.99,39.7,28.9,56.7,52.1,384,15.1,0.6,28.3
2,1.42,87.6,27.4,38.3,22.8,443,6.3,4.9,27.9
3,1.71,64.8,17.8,23.6,0.2,643,5.2,6.6,37.8
3,1.76,83.0,18.8,55.0,40.7,669,3.9,3.3,32.2
0,1.15,78.5,19.7,7.5,5.7,514,13.1,5.0,22.2
1,1.89,85.1,29.1,46.3,24.8,599,5.9,13.2,32.5
0,1.04,53.7,15.9,19.9,17.0,564,10.8,7.0,19.8
0,1.13,47.7,26.2,5.3,0.0,474,12.2,2.6,28.5
2,1.32,56.0,22.9,68.6,57.9,542,6.7,15.7,32.7
2,1.46,59.7,25.6,15.5,7.7,423,5.3,21.4,28.5
0,1.17,51.9,14.5,11.6,4.1,421,10.2,5.4,34.2
3,1.84,80.6,23.0,32.1,18.5,793,5.4,21.3,33.2
3,2.12,111.3,31.9,8.8,0.2,753,7.7,18.5,37.2
2,1.66,81.3,21.3,45.5,36.0,395,7.7,12.7,27.5
2,1.63,46.7,33.2,12.9,0.4,541,5.2,4.5,29.7
0,1.05,72.4,22.5,31.5,30.3,320,11.8,4.4,26.6
3,2.33,91.2,33.5,15.7,1.7,535,7.2,7.2,32.3
0,0.87,66.0,20.9,5.4,0.5,422,10.1,-0.6,26.7
3,1.65,70.1,44.2,17.5,5.5,506,4.1,17.2,31.9
2,1.5,63.2,30.7,35.3,24.9,631,5.6,8.8,27.4
3,2.72,72.1,25.5,15.9,5.8,560,5.3,16.0,34.2
2,1.63,48.7,24.2,6.6,0.1,536,6.1,9.1,30.4
0,0.76,63.2,22.0,16.8,10.7,319,15.0,6.4,28.7
0,0.99,60.1,17.5,1.7,0.1,457,13.3,5.9,24.8
2,1.54,85.8,18.5,29.1,27.0,466,8.7,11.0,30.8
0,1.2,48.3,18.2,15.7,13.5,503,10.2,4.1,28.4
2,1.2,55.4,18.2,13.1,3.4,296,6.6,3.8,28.2
0,1.03,55.5,24.5,2.2,1.2,349,10.5,9.7,23.6
3,1.97,76.2,32.4,24.3,16.6,577,5.2,17.8,27.5
0,0.78,46.2,14.4,25.0,22.9,356,10.1,5.0,24.7
0,0.99,64.6,15.6,17.7,13.1,468,10.5,4.9,22.1
1,2.24,97.0,39.7,32.7,10.0,640,4.3,12.4,32.9
3,1.55,81.3,39.8,52.4,43.9,670,3.5,8.6,38.5
3,2.26,63.7,46.5,28.0,17.3,658,4.2,14.6,46.4
2,1.76,62.1,20.3,47.5,40.2,574,5.1,14.7,30.2
2,1.22,64.8,22.4,11.2,2.3,452,6.6,7.6,41.7
3,2.38,80.9,37.5,26.8,13.5,630,3.8,16.2,40.9
0,1.12,54.2,18.7,5.1,2.6,351,12.2,6.8,23.8
2,1.29,90.5,26.6,22.7,13.9,616,7.6,12.8,27.2
0,0.98,60.0,26.3,7.3,4.7,535,11.5,7.5,23.2
0,0.91,61.3,14.1,25.9,21.3,577,10.5,7.1,20.2
0,1.02,50.9,19.0,28.9,23.6,303,10.1,4.6,22.0
0,1.04,52.6,17.6,18.7,14.0,456,10.4,7.7,29.1
0,1.13,50.0,12.2,25.1,21.5,311,11.1,7.0,21.7
0,1.08,39.9,18.2,7.6,2.8,470,10.8,4.8,28.1
0,0.98,43.5,24.4,9.6,5.2,284,11.4,8.8,25.5
0,1.15,49.7,17.9,5.4,1.1,447,10.5,5.0,25.0
3,1.9,82.8,33.2,17.9,7.3,678,4.3,17.0,36.8
2,1.61,75.2,22.7,48.7,43.5,370,11.8,7.7,29.3
0,1.12,56.5,18.6,7.0,2.4,333,13.7,6.1,24.9
